year,season,cat_id,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2,SF6
1990,Annual,1042,Area,0,1.0201,0,0,0,0,0,0,0,0,0
1990,Annual,1043,Area,0,3.1748,0,0,0,0,0,0,0,0,0
1990,Annual,1044,Area,0,0.1507,0,0,0,0,0,0,0,0,0
1990,Annual,1045,Area,0,2.3911,0,0,0,0,0,0,0,0,0
1990,Annual,1048,Area,0,0.0076,0,0,0,0,0,0,0,0,0
1990,Annual,1049,Area,0,0.013,0,0,0,0,0,0,0,0,0
1990,Annual,1052,Area,0,0.1253,0,0,0,0,0,0,0,0,0
1990,Annual,1053,Area,0,0.1865,0,0,0,0,0,0,0,0,0
1990,Annual,1054,Area,0,0.0034,0,0,0,0,0,0,0,0,0
1990,Annual,1055,Area,0,0.3965,0,0,0,0,0,0,0,0,0
1990,Annual,1056,Area,0,0.0144,0,0,0,0,0,0,0,0,0
1990,Annual,1059,Area,0,0.0522,0,0,0,0,0,0,0,0,0
1990,Annual,1060,Area,0,0.1813,0,0,0,0,0,0,0,0,0
1990,Annual,1061,Area,0,0.0374,0,0,0,0,0,0,0,0,0
1990,Annual,1063,Area,0,0.0298,0,0,0,0,0,0,0,0,0
1990,Annual,1064,Area,0,0.1106,0,0,0,0,0,0,0,0,0
1990,Annual,1065,Area,0,0.0062,0,0,0,0,0,0,0,0,0
1990,Annual,1068,Area,0,0.0011,0,0,0,0,0,0,0,0,0
1990,Annual,1072,Area,0,0.0003,0,0,0,0,0,0,0,0,0
1990,Annual,1075,Area,0,0.1634,0,0,0,0,0,0,0,0,0
1990,Annual,1076,Area,0,0.013,0,0,0,0,0,0,0,0,0
1990,Annual,1077,Area,0,0.2861,0,0,0,0,0,0,0,0,0
1990,Annual,1078,Area,0,0.3367,0,0,0,0,0,0,0,0,0
1990,Annual,1080,Area,0,0.1039,0,0,0,0,0,0,0,0,0
1990,Annual,1081,Area,0,0.1756,0,0,0,0,0,0,0,0,0
1990,Annual,1082,Area,0,0.1819,0,0,0,0,0,0,0,0,0
1990,Annual,1085,Area,0,0.2502,0,0,0,0,0,0,0,0,0
1990,Annual,1086,Area,0,0.0554,0,0,0,0,0,0,0,0,0
1990,Annual,1087,Area,0,0.0909,0,0,0,0,0,0,0,0,0
1990,Annual,1088,Area,0,0.4025,0,0,0,0,0,0,0,0,0
1990,Annual,1089,Area,0,0.1882,0,0,0,0,0,0,0,0,0
1990,Annual,1092,Area,0,0.854,0,0,0,0,0,0,0,0,0
1990,Annual,1093,Area,0,0.2138,0,0,0,0,0,0,0,0,0
1990,Annual,1094,Area,0,0.1583,0,0,0,0,0,0,0,0,0
1990,Annual,1096,Area,0,0.0062,0,0,0,0,0,0,0,0,0
1990,Annual,1097,Area,0,0.1324,0,0,0,0,0,0,0,0,0
